,ID,trial,TargetPosition,RT,ampRT,ampSacc
697,797,97,30,210,26,16.79132996291157
698,798,98,30,212,13,16.18043003885109
699,799,99,30,223,22,14.47528778276175
700,800,0,20,208,11,16.91151740951405
701,801,1,20,211,32,16.04770579216974
702,802,2,20,209,16,17.41824798895195
703,803,3,20,218,23,15.458073445008829
704,804,4,20,208,19,17.98232906664836
705,805,5,20,211,24,17.88492051676412
706,806,6,20,210,16,16.4007990814593
707,807,7,20,218,19,16.710476224832597
708,808,8,20,207,29,17.945743222185296
709,809,9,20,216,21,17.772107748462474
710,810,10,20,206,17,17.743909618510052
711,811,11,20,216,14,16.319362437930902
712,812,12,20,204,15,17.097367339226892
713,813,13,20,212,28,16.46901267951878
714,814,14,20,206,14,18.70988092951867
715,815,15,20,210,24,18.13640724564955
716,816,16,20,227,36,17.60254317709
717,817,17,20,222,21,16.472939930117562
718,818,18,20,206,36,18.295068089024703
719,819,19,20,215,18,17.788417913107182
720,820,20,20,229,25,16.73928925628703
721,821,21,20,220,15,16.59725104263905
722,822,22,20,205,23,17.178151254042135
723,823,23,20,226,22,15.92428288836025
724,824,24,20,210,25,17.371778835720825
725,825,25,20,208,12,17.700552889848865
726,826,26,20,229,13,16.058603458137686
727,827,27,20,213,29,15.524943161429045
728,828,28,20,207,21,17.336773773664827
729,829,29,20,209,29,17.6206052901327
730,830,30,20,219,23,15.759651716820883
731,831,31,20,210,22,17.970807399830875
732,832,32,20,216,10,15.824111177873338
733,833,33,20,230,32,17.794476180408843
734,834,34,20,217,30,17.04858461568156
735,835,35,20,204,15,17.94584371237312
736,836,36,20,208,19,18.45473776570651
737,837,37,20,209,27,16.876964583258996
738,838,38,20,215,5,17.9584527692054
739,839,39,20,229,41,14.867670903106319
740,840,40,20,222,36,16.119984299455595
741,841,41,20,230,24,16.63358894375887
742,842,42,20,212,21,16.84975713294947
743,843,43,20,225,23,16.922431054430984
744,844,44,20,234,35,15.873465985635804
745,845,45,20,212,25,15.67624050396763
746,846,46,20,229,24,16.760744876006687
747,847,47,20,231,15,16.81470929930197
748,848,48,20,208,27,17.597814797234157
749,849,49,20,225,24,15.110741259208309
750,850,50,20,224,28,15.977326270863541
751,851,51,20,208,14,17.452927272101793
752,852,52,20,225,13,18.037947511750097
753,853,53,20,212,21,16.784675425888548
754,854,54,20,214,25,16.52095426284785
755,855,55,20,222,27,14.410069880225084
756,856,56,20,210,8,17.488036327180954
757,857,57,20,214,13,15.592380455440473
758,858,58,20,214,20,18.05364043729751
759,859,59,20,216,24,16.14347882091856
760,860,60,20,206,38,17.747699125785616
761,861,61,20,215,30,17.653313537502186
762,862,62,20,224,16,17.68145176312185
763,863,63,20,213,15,18.527346188300157
764,864,64,20,224,23,15.552940998442388
765,865,65,20,227,30,16.207391861044826
766,866,66,20,210,18,18.4402082961208
767,867,67,20,224,15,16.11462909482769
768,868,68,20,222,13,15.48067707829602
769,869,69,20,206,33,17.5412536008051
770,870,70,20,216,20,15.81035720682577
771,871,71,20,212,27,16.672202697568018
772,872,72,20,215,39,19.449277760753567
773,873,73,20,212,35,15.839644334702315
774,874,74,20,204,21,17.542658164410305
775,875,75,20,205,36,17.686646897187536
776,876,76,20,221,23,16.532010931763537
777,877,77,20,206,23,17.8946184213481
778,878,78,20,214,15,16.533511281174228
779,879,79,20,205,25,17.22797682666959
780,880,80,20,208,25,17.412603637642178
781,881,81,20,212,20,16.771052340129295
782,882,82,20,211,18,15.601273700559176
783,883,83,20,235,43,17.02273445936482
784,884,84,20,218,20,17.41823480690154
785,885,85,20,221,26,16.606554617604854
786,886,86,20,206,20,17.624601970011046
787,887,87,20,210,37,17.638672945601762
788,888,88,20,207,25,16.495082765819404
789,889,89,20,220,28,16.40889971444315
790,890,90,20,216,29,17.22582863860802
791,891,91,20,217,21,17.081146639010978
792,892,92,20,210,12,16.241177860782493
793,893,93,20,219,15,16.27284623469648
794,894,94,20,209,22,18.415692156402173
795,895,95,20,208,40,18.07825075145088
796,896,96,20,204,13,17.830570825107994
797,897,97,20,210,26,16.79132996291157
798,898,98,20,212,13,16.18043003885109
799,899,99,20,223,22,14.47528778276175
